datetime,symbol,open,high,low,close,volume
2004-05-31 00:00:00,OANDA:GBPZAR,11.9441,11.9441,11.9441,11.9441,2.0
2004-06-01 00:00:00,OANDA:GBPZAR,11.9441,11.9441,11.786,11.786,2.0
2004-06-02 00:00:00,OANDA:GBPZAR,11.786,12.0127,11.786,12.0127,2.0
2004-06-03 00:00:00,OANDA:GBPZAR,12.0127,12.0127,11.8842,11.8842,2.0
2004-06-04 00:00:00,OANDA:GBPZAR,11.8842,11.8842,11.8519,11.8519,2.0
2004-06-07 00:00:00,OANDA:GBPZAR,11.8519,11.9224,11.8519,11.9224,2.0
2004-06-08 00:00:00,OANDA:GBPZAR,11.9224,12.0821,11.9224,12.0821,2.0
2004-06-09 00:00:00,OANDA:GBPZAR,12.0821,12.1842,12.0821,12.1842,2.0
2004-06-10 00:00:00,OANDA:GBPZAR,12.1842,12.1842,11.8804,11.8804,2.0
2004-06-11 00:00:00,OANDA:GBPZAR,11.8804,11.8804,11.8348,11.8348,2.0
2004-06-14 00:00:00,OANDA:GBPZAR,11.8348,11.9958,11.8348,11.9958,2.0
2004-06-15 00:00:00,OANDA:GBPZAR,11.9958,11.9958,11.8654,11.8654,2.0
2004-06-16 00:00:00,OANDA:GBPZAR,11.8654,11.9068,11.8654,11.9068,2.0
2004-06-17 00:00:00,OANDA:GBPZAR,11.9068,11.9633,11.9068,11.9633,2.0
2004-06-18 00:00:00,OANDA:GBPZAR,11.9633,11.9633,11.748,11.748,2.0
2004-06-21 00:00:00,OANDA:GBPZAR,11.748,11.748,11.5703,11.5703,2.0
2004-06-22 00:00:00,OANDA:GBPZAR,11.5703,11.5703,11.4702,11.4702,2.0
2004-06-23 00:00:00,OANDA:GBPZAR,11.4702,11.4702,11.3592,11.3592,2.0
2004-06-24 00:00:00,OANDA:GBPZAR,11.3592,11.5124,11.3592,11.5124,2.0
2004-06-25 00:00:00,OANDA:GBPZAR,11.5124,11.5172,11.5124,11.5172,2.0
2004-06-28 00:00:00,OANDA:GBPZAR,11.5172,11.5172,11.2922,11.2922,2.0
2004-06-29 00:00:00,OANDA:GBPZAR,11.2922,11.2922,11.2888,11.2888,2.0
2004-06-30 00:00:00,OANDA:GBPZAR,11.2888,11.2888,11.1727,11.1727,2.0
2004-07-01 00:00:00,OANDA:GBPZAR,11.1727,11.2437,11.1727,11.2437,2.0
2004-07-02 00:00:00,OANDA:GBPZAR,11.2437,11.2437,11.1845,11.1845,2.0
2004-07-05 00:00:00,OANDA:GBPZAR,11.1845,11.3061,11.1845,11.3061,2.0
2004-07-06 00:00:00,OANDA:GBPZAR,11.3061,11.4409,11.3061,11.4409,2.0
2004-07-07 00:00:00,OANDA:GBPZAR,11.4409,11.4409,11.361,11.361,2.0
2004-07-08 00:00:00,OANDA:GBPZAR,11.361,11.361,11.1935,11.1935,2.0
2004-07-09 00:00:00,OANDA:GBPZAR,11.1935,11.3185,11.1935,11.3185,2.0
2004-07-12 00:00:00,OANDA:GBPZAR,11.3185,11.3185,11.2754,11.2754,2.0
2004-07-13 00:00:00,OANDA:GBPZAR,11.2754,11.3381,11.2754,11.3381,2.0
2004-07-14 00:00:00,OANDA:GBPZAR,11.3381,11.3381,11.2524,11.2524,2.0
2004-07-15 00:00:00,OANDA:GBPZAR,11.2524,11.2846,11.2524,11.2846,2.0
2004-07-16 00:00:00,OANDA:GBPZAR,11.2846,11.2846,11.1562,11.1562,2.0
2004-07-19 00:00:00,OANDA:GBPZAR,11.1562,11.1562,11.0717,11.0717,2.0
2004-07-20 00:00:00,OANDA:GBPZAR,11.0717,11.0717,11.0524,11.0524,2.0
2004-07-21 00:00:00,OANDA:GBPZAR,11.0524,11.1347,11.0524,11.1347,2.0
2004-07-22 00:00:00,OANDA:GBPZAR,11.1347,11.1618,11.1347,11.1618,2.0
2004-07-23 00:00:00,OANDA:GBPZAR,11.1618,11.3689,11.1618,11.3689,2.0
2004-07-26 00:00:00,OANDA:GBPZAR,11.3689,11.4839,11.3689,11.4839,2.0
2004-07-27 00:00:00,OANDA:GBPZAR,11.4839,11.5056,11.4839,11.5056,2.0
2004-07-28 00:00:00,OANDA:GBPZAR,11.5056,11.5056,11.4169,11.4169,2.0
2004-07-29 00:00:00,OANDA:GBPZAR,11.4169,11.4169,11.358,11.358,2.0
2004-07-30 00:00:00,OANDA:GBPZAR,11.358,11.4044,11.358,11.4044,2.0
2004-08-02 00:00:00,OANDA:GBPZAR,11.4044,11.5736,11.4044,11.5736,2.0
2004-08-03 00:00:00,OANDA:GBPZAR,11.5736,11.5736,11.4074,11.4074,2.0
2004-08-04 00:00:00,OANDA:GBPZAR,11.4074,11.4074,11.3996,11.3996,2.0
2004-08-05 00:00:00,OANDA:GBPZAR,11.3996,11.3996,11.384,11.384,2.0
2004-08-06 00:00:00,OANDA:GBPZAR,11.384,11.384,11.2722,11.2722,2.0
2004-08-09 00:00:00,OANDA:GBPZAR,11.2722,11.2722,11.22,11.22,2.0
2004-08-10 00:00:00,OANDA:GBPZAR,11.22,11.2872,11.22,11.2872,2.0
2004-08-11 00:00:00,OANDA:GBPZAR,11.2872,11.3682,11.2872,11.3682,2.0
2004-08-12 00:00:00,OANDA:GBPZAR,11.3682,11.7147,11.3682,11.7147,2.0
2004-08-13 00:00:00,OANDA:GBPZAR,11.7147,11.9394,11.7147,11.9394,2.0
2004-08-16 00:00:00,OANDA:GBPZAR,11.9394,12.1006,11.9394,12.1006,2.0
2004-08-17 00:00:00,OANDA:GBPZAR,12.1006,12.1006,11.8212,11.8212,2.0
2004-08-18 00:00:00,OANDA:GBPZAR,11.8212,11.8448,11.8212,11.8448,2.0
2004-08-19 00:00:00,OANDA:GBPZAR,11.8448,12.0821,11.8448,12.0821,2.0
2004-08-20 00:00:00,OANDA:GBPZAR,12.0821,12.0821,11.9756,11.9756,2.0
2004-08-23 00:00:00,OANDA:GBPZAR,11.9756,12.0523,11.9756,12.0523,2.0
2004-08-24 00:00:00,OANDA:GBPZAR,12.0523,12.0647,12.0523,12.0647,2.0
2004-08-25 00:00:00,OANDA:GBPZAR,12.0647,12.0647,11.9841,11.9841,2.0
2004-08-26 00:00:00,OANDA:GBPZAR,11.9841,11.9841,11.8486,11.8486,2.0
2004-08-27 00:00:00,OANDA:GBPZAR,11.8486,12.0811,11.8486,12.0811,2.0
2004-08-30 00:00:00,OANDA:GBPZAR,12.0811,12.0811,12.036,12.036,2.0
2004-08-31 00:00:00,OANDA:GBPZAR,12.036,12.036,11.9527,11.9527,2.0
2004-09-01 00:00:00,OANDA:GBPZAR,11.9527,11.9527,11.8559,11.8559,2.0
2004-09-02 00:00:00,OANDA:GBPZAR,11.8559,11.8559,11.736,11.736,2.0
2004-09-03 00:00:00,OANDA:GBPZAR,11.736,11.77,11.736,11.77,2.0
2004-09-06 00:00:00,OANDA:GBPZAR,11.77,11.8229,11.77,11.8229,2.0
2004-09-07 00:00:00,OANDA:GBPZAR,11.8229,11.8229,11.7514,11.7514,2.0
2004-09-08 00:00:00,OANDA:GBPZAR,11.7514,11.8454,11.7514,11.8454,2.0
2004-09-09 00:00:00,OANDA:GBPZAR,11.8454,11.904,11.8454,11.904,2.0
2004-09-10 00:00:00,OANDA:GBPZAR,11.904,11.904,11.7716,11.7716,2.0
2004-09-13 00:00:00,OANDA:GBPZAR,11.7716,11.7716,11.7549,11.7549,2.0
2004-09-14 00:00:00,OANDA:GBPZAR,11.7549,11.7549,11.6774,11.6774,2.0
