datetime,symbol,open,high,low,close,volume
2021-05-11 03:00:00,BINANCE:ICPUSDT,249.28,2831.02,249.28,364.01,1773623.0
2021-05-12 03:00:00,BINANCE:ICPUSDT,364.06,390.0,255.0,258.02,1291354.53
2021-05-13 03:00:00,BINANCE:ICPUSDT,258.0,346.81,252.0,301.44,815229.63
2021-05-14 03:00:00,BINANCE:ICPUSDT,301.48,341.0,291.39,304.13,462179.09
2021-05-15 03:00:00,BINANCE:ICPUSDT,304.1,305.03,240.0,246.06,540015.89
2021-05-16 03:00:00,BINANCE:ICPUSDT,246.06,263.68,205.07,225.19,507341.61
2021-05-17 03:00:00,BINANCE:ICPUSDT,225.16,226.35,184.39,195.59,520889.77
2021-05-18 03:00:00,BINANCE:ICPUSDT,195.58,205.82,160.34,163.47,690553.08
2021-05-19 03:00:00,BINANCE:ICPUSDT,163.66,179.12,92.0,122.79,1274193.75
2021-05-20 03:00:00,BINANCE:ICPUSDT,122.83,224.11,103.63,164.15,3769557.35
2021-05-21 03:00:00,BINANCE:ICPUSDT,163.92,186.91,120.0,145.88,2026467.63
2021-05-22 03:00:00,BINANCE:ICPUSDT,145.87,169.53,124.76,146.23,1206414.61
2021-05-23 03:00:00,BINANCE:ICPUSDT,145.92,165.59,120.62,143.94,1455176.26
2021-05-24 03:00:00,BINANCE:ICPUSDT,143.97,163.6,135.5,147.67,1260806.93
2021-05-25 03:00:00,BINANCE:ICPUSDT,147.62,157.0,122.6,134.04,1029887.3
2021-05-26 03:00:00,BINANCE:ICPUSDT,134.01,152.35,131.89,142.67,1080307.24
2021-05-27 03:00:00,BINANCE:ICPUSDT,142.53,145.79,129.65,132.12,684980.11
2021-05-28 03:00:00,BINANCE:ICPUSDT,132.13,132.94,110.08,115.65,832199.55
2021-05-29 03:00:00,BINANCE:ICPUSDT,115.65,119.76,105.6,110.75,500541.51
2021-05-30 03:00:00,BINANCE:ICPUSDT,110.77,118.97,104.4,111.9,456137.64
